,DATE,GOLD_24k_PRICE,GOLD_22k_PRICE
3645,10/May/2020,4661.00,4452.00
3646,11/May/2020,4667.00,4458.00
3647,12/May/2020,4663.00,4454.00
3648,13/May/2020,4652.00,4443.00
3649,14/May/2020,4689.00,4465.00
3650,15/May/2020,4725.00,4501.00
3651,16/May/2020,4773.00,4546.00
3652,17/May/2020,4773.00,4546.00
3653,18/May/2020,4805.00,4578.00
3654,19/May/2020,4708.00,4484.00
3655,20/May/2020,4751.00,4524.00
3656,21/May/2020,4712.00,4487.00
3657,22/May/2020,4753.00,4528.00
3658,23/May/2020,4771.00,4544.00
3659,24/May/2020,4771.00,4544.00
3660,25/May/2020,4771.00,4544.00
3661,26/May/2020,4709.00,4485.00
3662,27/May/2020,4653.00,4431.00
3663,28/May/2020,4709.00,4485.00
3664,29/May/2020,4700.00,4476.00
3665,30/May/2020,4733.00,4508.00
3666,31/May/2020,4733.00,4508.00
3667,01/July/2020,4918.00,4684.00
3668,02/July/2020,4856.00,4622.00
3669,03/July/2020,4853.00,4622.00
3670,04/July/2020,4853.00,4622.00
3671,05/July/2020,4853.00,4622.00
3672,06/July/2020,4853.00,4622.00
3673,07/July/2020,4858.00,4626.00
3674,08/July/2020,4926.00,4692.00
3675,09/July/2020,4954.00,4718.00
3676,10/July/2020,4941.00,4706.00
3677,11/July/2020,4923.00,4689.00
3678,12/July/2020,4923.00,4689.00
3679,13/July/2020,4941.00,4706.00
3680,14/July/2020,4932.00,4697.00
3681,15/July/2020,4952.00,4716.00
3682,16/July/2020,4942.00,4706.00
3683,17/July/2020,4917.00,4683.00
3684,18/July/2020,4938.00,4703.00
3685,19/July/2020,4938.00,4703.00
3686,20/July/2020,4937.00,4702.00
3687,21/July/2020,4951.00,4717.00
3688,22/July/2020,5012.00,4773.00
3689,23/July/2020,5088.00,4847.00
3690,24/July/2020,5129.00,4885.00
3691,25/July/2020,5148.00,4904.00
3692,26/July/2020,5148.00,4904.00
3693,27/July/2020,5262.00,5013.00
3694,28/July/2020,5289.00,5037.00
3695,29/July/2020,5328.00,5075.00
3696,30/July/2020,5348.00,5093.00
3697,31/July/2020,5406.00,5150.00
3698,01/August/2020,5456.00,5196.00
3699,02/August/2020,5456.00,5196.00
3700,03/August/2020,5458.00,5199.00
3701,04/August/2020,5462.00,5202.00
3702,05/August/2020,5589.00,5324.00
3703,06/August/2020,5642.00,5374.00
3704,07/August/2020,5687.00,5416.00
3705,08/August/2020,5654.00,5385.00
3706,09/August/2020,5654.00,5385.00
3707,10/August/2020,5633.00,5365.00
3708,11/August/2020,5504.00,5242.00
3709,12/August/2020,5359.00,5104.00
3710,13/August/2020,5330.00,5076.00
3711,14/August/2020,5355.00,5100.00
3712,15/August/2020,5355.00,5100.00
3713,16/August/2020,5355.00,5100.00
3714,17/August/2020,5328.00,5075.00
3715,18/August/2020,5446.00,5187.00
3716,19/August/2020,5424.00,5166.00
3717,20/August/2020,5292.00,5040.00
3718,21/August/2020,5283.00,5031.00
3719,22/August/2020,5300.00,5048.00
3720,23/August/2020,5300.00,5048.00
3721,24/August/2020,5243.00,4993.00
3722,25/August/2020,5167.00,4921.00
3723,26/August/2020,5148.00,4903.00
3724,27/August/2020,5184.00,4937.00
3725,28/August/2020,5142.00,4897.00
3726,29/August/2020,5173.00,4927.00
3727,30/August/2020,5173.00,4927.00
3728,31/August/2020,5195.00,4947.00
3729,01/September/2020,5212.00,4964.00
3730,02/September/2020,5157.00,4911.00
3731,03/September/2020,5119.00,4875.00
3732,04/September/2020,5123.00,4879.00
3733,05/September/2020,5132.00,4888.00
3734,06/September/2020,5132.00,4888.00
3735,07/September/2020,5132.00,4888.00
3736,08/September/2020,5135.00,4890.00
3737,09/September/2020,5154.00,4909.00
3738,10/September/2020,5166.00,4920.00
3739,11/September/2020,5150.00,4905.00
3740,12/September/2020,5145.00,4900.00
3741,13/September/2020,5145.00,4900.00
3742,14/September/2020,5162.00,4916.00
3743,15/September/2020,5208.00,4960.00
3744,16/September/2020,5194.00,4947.00
3745,17/September/2020,5165.00,4919.00
3746,18/September/2020,5189.00,4942.00
3747,19/September/2020,5206.00,4958.00
3748,20/September/2020,5206.00,4958.00
3749,21/September/2020,5161.00,4915.00
3750,22/September/2020,5093.00,4850.00
3751,23/September/2020,5061.00,4820.00
3752,24/September/2020,5002.00,4764.00
3753,25/September/2020,5028.00,4789.00
3754,26/September/2020,5019.00,4780.00
3755,27/September/2020,5019.00,4780.00
3756,28/September/2020,5079.00,4740.00
3757,29/September/2020,5059.00,4818.00
3758,30/September/2020,5049.00,4809.00
3759,01/October/2020,5056.00,4815.00
3760,02/October/2020,5112.00,4869.00
3761,03/October/2020,5093.00,4850.00
3762,04/October/2020,5093.00,4850.00
3763,05/October/2020,5062.00,4821.00
3764,06/October/2020,5103.00,4860.00
3765,07/October/2020,5046.00,4806.00
3766,08/October/2020,5051.00,4810.00
3767,09/October/2020,5093.00,4850.00
3768,10/October/2020,5125.00,4881.00
3769,11/October/2020,5125.00,4881.00
3770,12/October/2020,5128.00,4884.00
3771,13/October/2020,5129.00,4885.00
3772,14/October/2020,5078.00,4836.00
3773,15/October/2020,5072.00,4830.00
3774,16/October/2020,5106.00,4863.00
3775,17/October/2020,5054.00,4680.00
3776,18/October/2020,5054.00,4680.00
3777,19/October/2020,5084.00,4709.00
3778,20/October/2020,5058.00,4683.00
3779,21/October/2020,5094.00,4717.00
3780,22/October/2020,5098.00,4720.00
3781,23/October/2020,5102.00,4724.00
3782,24/October/2020,5100.00,4722.00
3783,25/October/2020,5100.00,4722.00
3784,26/October/2020,5101.00,4723.00
3785,27/October/2020,5136.00,4756.00
3786,28/October/2020,5148.00,4768.00
3787,29/October/2020,5121.00,4741.00
3788,30/October/2020,5114.00,4734.00
3789,31/October/2020,5140.00,4760.00
3790,01/November/2020,5140.00,4760.00
3791,02/November/2020,5139.00,4759.00
3792,03/November/2020,5150.00,4770.00
3793,04/November/2020,5170.00,4790.00
3794,05/November/2020,5190.00,4810.00
3795,06/November/2020,5247.00,4867.00
3796,07/November/2020,5264.00,4884.00
3797,08/November/2020,5264.00,4884.00
3798,09/November/2020,5302.00,4922.00
3799,10/November/2020,5160.00,4780.00
3800,11/November/2020,5144.00,4764.00
3801,12/November/2020,5141.00,4761.00
3802,13/November/2020,5163.00,4783.00
3803,14/November/2020,5163.00,4783.00
3804,15/November/2020,5163.00,4783.00
3805,16/November/2020,5201.00,4821.00
3806,17/November/2020,5184.00,4804.00
3807,18/November/2020,5160.00,4780.00
3808,19/November/2020,5120.00,4740.00
3809,20/November/2020,5120.00,4740.00
3810,21/November/2020,5140.00,4760.00
3811,22/November/2020,5140.00,4760.00
3812,23/November/2020,5128.00,4748.00
3813,24/November/2020,5020.00,4640.00
3814,25/November/2020,4994.00,4613.00
3815,26/November/2020,4993.00,4613.00
3816,27/November/2020,4969.00,4589.00
3817,28/November/2020,4954.00,4574.00
3818,29/November/2020,4954.00,4574.00
3819,30/November/2020,4899.00,4519.00
3820,01/December/2020,4906.00,4526.00
3821,02/December/2020,4991.00,4611.00
3822,03/December/2020,5036.00,4656.00
3823,04/December/2020,5030.00,4650.00
3824,05/December/2020,5032.00,4652.00
3825,06/December/2020,5032.00,4652.00
3826,07/December/2020,5016.00,4636.00
3827,08/December/2020,5088.00,4708.00
3828,09/December/2020,5064.00,4684.00
3829,10/December/2020,5002.00,4622.00
3830,11/December/2020,5012.00,4632.00
3831,12/December/2020,5037.00,4657.00
3832,13/December/2020,5037.00,4657.00
3833,14/December/2020,4996.00,4611.00
3834,15/December/2020,5038.00,4653.00
3835,16/December/2020,5072.00,4688.00
3836,17/December/2020,5092.00,4708.00
3837,18/December/2020,5104.00,4720.00
3838,19/December/2020,5128.00,4744.00
3839,20/December/2020,5128.00,4744.00
3840,21/December/2020,5153.00,4769.00
3841,22/December/2020,5109.00,4725.00
3842,23/December/2020,5099.00,4715.00
3843,24/December/2020,5104.00,4720.00
3844,25/December/2020,5111.00,4727.00
3845,26/December/2020,5114.00,4730.00
3846,27/December/2020,5114.00,4730.00
3847,28/December/2020,5112.00,4728.00
3848,29/December/2020,5102.00,4718.00
3849,30/December/2020,5096.00,4712.00
3850,31/December/2020,5110.00,4726.00
3851,01/January/2021,5119.00,4735.00
3852,02/January/2021,5132.00,4748.00
3853,03/January/2021,5132.00,4748.00
3854,04/January/2021,5199.00,4815.00
3855,05/January/2021,5240.00,4856.00
3856,06/January/2021,5269.00,4885.00
3857,07/January/2021,5189.00,4805.00
3858,08/January/2021,5138.00,4754.00
3859,09/January/2021,5084.00,4700.00
3860,10/January/2021,5084.00,4700.00
3861,11/January/2021,5064.00,4680.00
3862,12/January/2021,5064.00,4680.00
3863,13/January/2021,5046.00,4662.00
3864,14/January/2021,5046.00,4662.00
3865,15/January/2021,5040.00,4656.00
3866,16/January/2021,4992.00,4608.00
3867,17/January/2021,4992.00,4608.00
3868,18/January/2021,4997.00,4613.00
3869,19/January/2021,5016.00,4632.00
3870,20/January/2021,5035.00,4651.00
3871,21/January/2021,5059.00,4675.00
3872,22/January/2021,5044.00,4660.00
3873,23/January/2021,5039.00,4655.00
3874,24/January/2021,5039.00,4655.00
3875,25/January/2021,5020.00,4636.00
3876,26/January/2021,5020.00,4636.00
3877,27/January/2021,5001.00,4617.00
3878,28/January/2021,5002.00,4618.00
3879,29/January/2021,5022.00,4638.00
3880,30/January/2021,5039.00,4655.00
3881,31/January/2021,5039.00,4655.00
3882,01/February/2021,5009.00,4625.00
3883,02/February/2021,4949.00,4565.00
3884,03/February/2021,4913.00,4529.00
3885,04/February/2021,4867.00,4483.00
3886,05/February/2021,4839.00,4455.00
3887,06/February/2021,4853.00,4469.00
3888,07/February/2021,4853.00,4469.00
3889,08/February/2021,4849.00,4465.00
3890,09/February/2021,4921.00,4537.00
3891,10/February/2021,4906.00,4522.00
3892,11/February/2021,4769.00,4385.00
3893,12/February/2021,4850.00,4466.00
3894,13/February/2021,4852.00,4468.00
3895,14/February/2021,4852.00,4468.00
3896,15/February/2021,4841.00,4457.00
3897,16/February/2021,4848.00,4464.00
3898,17/February/2021,4778.00,4394.00
3899,18/February/2021,4769.00,4385.00
3900,19/February/2021,4732.00,4348.00
3901,20/February/2021,4760.00,4376.00
3902,21/February/2021,4760.00,4376.00
3903,22/February/2021,4779.00,4395.00
3904,23/February/2021,4798.00,4414.00
3905,24/February/2021,4797.00,4413.00
3906,25/February/2021,4756.00,4372.00
3907,26/February/2021,4747.00,4363.00
3908,27/February/2021,4715.00,4331.00
3909,28/February/2021,4715.00,4331.00
3910,01/March/2021,4726.00,4342.00
3911,02/March/2021,4674.00,4286.00
3912,03/March/2021,4655.00,4264.00
3913,04/March/2021,4608.00,4217.00
3914,05/March/2021,4575.00,4184.00
3915,06/March/2021,4607.00,4216.00
3916,07/March/2021,4607.00,4216.00
3917,08/March/2021,4584.00,4193.00
3918,09/March/2021,4595.00,4204.00
3919,10/March/2021,4598.00,4207.00
3920,11/March/2021,4641.00,4250.00
3921,12/March/2021,4571.00,4180.00
3922,13/March/2021,4621.00,4230.00
3923,14/March/2021,4621.00,4230.00
3924,15/March/2021,4620.00,4229.00
3925,16/March/2021,4618.00,4227.00
3926,17/March/2021,4628.00,4237.00
3927,18/March/2021,4631.00,4240.00
3928,19/March/2021,4640.00,4249.00
3929,20/March/2021,4641.00,4250.00
3930,21/March/2021,4641.00,4250.00
3931,22/March/2021,4603.00,4212.00
3932,23/March/2021,4619.00,4228.00
3933,24/March/2021,4623.00,4232.00
3934,25/March/2021,4621.00,4230.00
3935,26/March/2021,4607.00,4216.00
3936,27/March/2021,4591.00,4232.00
3937,28/March/2021,4591.00,4232.00
3938,29/March/2021,4592.00,4233.00
3939,30/March/2021,4561.00,4202.00
3940,31/March/2021,4521.00,4162.00
3941,01/April/2021,4597.00,4238.00
3942,02/April/2021,4626.00,4267.00
3943,03/April/2021,4636.00,4277.00
3944,04/April/2021,4636.00,4277.00
3945,05/April/2021,4617.00,4258.00
3946,06/April/2021,4617.00,4258.00
3947,07/April/2021,4693.00,4334.00
3948,08/April/2021,4724.00,4365.00
3949,09/April/2021,4739.00,4380.00
3950,10/April/2021,4733.00,4374.00
3951,11/April/2021,4733.00,4374.00
3952,12/April/2021,4739.00,4380.00
3953,13/April/2021,4739.00,4380.00
3954,14/April/2021,4739.00,4380.00
3955,15/April/2021,4739.00,4380.00
3956,16/April/2021,4778.00,4419.00
3957,17/April/2021,4811.00,4452.00
3958,18/April/2021,4811.00,4452.00
3959,19/April/2021,4854.00,4495.00
3960,20/April/2021,4806.00,4447.00
3961,21/April/2021,4870.00,4511.00
3962,22/April/2021,4866.00,4507.00
3963,23/April/2021,4854.00,4495.00
3964,24/April/2021,4836.00,4477.00
3965,25/April/2021,4836.00,4477.00
3966,26/April/2021,4829.00,4470.00
3967,27/April/2021,4824.00,4465.00
3968,28/April/2021,4789.00,4430.00
3969,29/April/2021,4784.00,4425.00
3970,30/April/2021,4769.00,4410.00
3971,01/May/2021,4769.00,4410.00
3972,02/May/2021,4769.00,4410.00
3973,03/May/2021,4781.00,4422.00
3974,04/May/2021,4794.00,4435.00
3975,05/May/2021,4774.00,4415.00
3976,06/May/2021,4809.00,4450.00
3977,07/May/2021,4855.00,4496.00
3978,08/May/2021,4869.00,4510.00
3979,09/May/2021,4869.00,4510.00
3980,10/May/2021,4879.00,4520.00
3981,11/May/2021,4879.00,4520.00
3982,12/May/2021,4869.00,4510.00
3983,13/May/2021,4855.00,4496.00
3984,14/May/2021,4866.00,4507.00
3985,15/May/2021,4879.00,4520.00
3986,16/May/2021,4879.00,4520.00
3987,17/May/2021,4914.00,4555.00
3988,18/May/2021,4934.00,4575.00
3989,19/May/2021,4929.00,4570.00
3990,20/May/2021,4947.00,4588.00
3991,21/May/2021,4947.00,4588.00
3992,22/May/2021,4949.00,4590.00
3993,23/May/2021,4957.00,4598.00
3994,24/May/2021,4953.00,4594.00
3995,25/May/2021,4961.00,4602.00
3996,26/May/2021,5011.00,4652.00
3997,27/May/2021,4969.00,4610.00
3998,28/May/2021,4956.00,4597.00
3999,29/May/2021,4970.00,4611.00
4000,30/May/2021,4970.00,4611.00
4001,31/May/2021,4987.00,4628.00
4002,01/May/2021,4769.00,4410.00
4003,02/May/2021,4769.00,4410.00
4004,03/May/2021,4781.00,4422.00
4005,04/May/2021,4794.00,4435.00
4006,05/May/2021,4774.00,4415.00
4007,06/May/2021,4809.00,4450.00
4008,07/May/2021,4855.00,4496.00
4009,08/May/2021,4869.00,4510.00
4010,09/May/2021,4869.00,4510.00
4011,10/May/2021,4879.00,4520.00
4012,11/May/2021,4879.00,4520.00
4013,12/May/2021,4869.00,4510.00
4014,13/May/2021,4855.00,4496.00
4015,14/May/2021,4866.00,4507.00
4016,15/May/2021,4879.00,4520.00
4017,16/May/2021,4879.00,4520.00
4018,17/May/2021,4914.00,4555.00
4019,18/May/2021,4934.00,4575.00
4020,19/May/2021,4929.00,4570.00
4021,20/May/2021,4947.00,4588.00
4022,21/May/2021,4947.00,4588.00
4023,22/May/2021,4949.00,4590.00
4024,23/May/2021,4957.00,4598.00
4025,24/May/2021,4953.00,4594.00
4026,25/May/2021,4961.00,4602.00
4027,26/May/2021,5011.00,4652.00
4028,27/May/2021,4969.00,4610.00
4029,28/May/2021,4956.00,4597.00
4030,29/May/2021,4970.00,4611.00
4031,30/May/2021,4970.00,4611.00
4032,31/May/2021,4987.00,4628.00
4033,01/July/2021,4804.00,4445.00
4034,02/July/2021,4839.00,4480.00
4035,03/July/2021,4844.00,4485.00
4036,04/July/2021,4844.00,4485.00
4037,05/July/2021,4832.00,4473.00
4038,06/July/2021,4870.00,4520.00
4039,07/July/2021,4870.00,4520.00
4040,08/July/2021,4900.00,4550.00
4041,09/July/2021,4875.00,4515.00
4042,10/July/2021,4885.00,4525.00
4043,11/July/2021,4885.00,4525.00
4044,12/July/2021,4867.00,4507.00
4045,13/July/2021,4878.00,4518.00
4046,14/July/2021,4891.00,4537.00
4047,15/July/2021,4929.00,4575.00
4048,16/July/2021,4914.00,4560.00
4049,17/July/2021,4896.00,4542.00
4050,18/July/2021,4896.00,4542.00
4051,19/July/2021,4888.00,4534.00
4052,20/July/2021,4898.00,4544.00
4053,21/July/2021,4884.00,4530.00
4054,22/July/2021,4854.00,4490.00
4055,23/July/2021,4875.00,4511.00
4056,24/July/2021,4874.00,4510.00
4057,25/July/2021,4874.00,4510.00
4058,26/July/2021,4889.00,4525.00
4059,27/July/2021,4866.00,4502.00
4060,28/July/2021,4871.00,4507.00
4061,29/July/2021,4905.00,4541.00
4062,30/July/2021,4933.00,4569.00
4063,31/July/2021,4912.00,4548.00
4064,01/August/2021,4912.00,4548.00
4065,02/August/2021,4887.00,4523.00
4066,03/August/2021,4891.00,4527.00
4067,04/August/2021,4895.00,4531.00
4068,05/August/2021,4887.00,4523.00
4069,06/August/2021,4865.00,4501.00
4070,07/August/2021,4804.00,4440.00
4071,08/August/2021,4804.00,4440.00
4072,09/August/2021,4755.00,4391.00
4073,10/August/2021,4727.00,4363.00
4074,11/August/2021,4732.00,4368.00
4075,12/August/2021,4759.00,4395.00
4076,13/August/2021,4759.00,4395.00
4077,14/August/2021,4799.00,4435.00
4078,15/August/2021,4799.00,4435.00
4079,16/August/2021,4792.00,4428.00
4080,17/August/2021,4841.00,4477.00
4081,18/August/2021,4828.00,4464.00
4082,19/August/2021,4828.00,4464.00
4083,20/August/2021,4824.00,4460.00
4084,21/August/2021,4829.00,4465.00
4085,22/August/2021,4829.00,4465.00
4086,23/August/2021,4822.00,4458.00
4087,24/August/2021,4849.00,4485.00
4088,25/August/2021,4838.00,4474.00
4089,26/August/2021,4814.00,4450.00
4090,27/August/2021,4823.00,4459.00
4091,28/August/2021,4871.00,4507.00
4092,29/August/2021,4871.00,4507.00
4093,30/August/2021,4830.00,4466.00
4094,31/August/2021,4818.00,4454.00
4095,01/September/2021,4816.00,4452.00
4096,02/September/2021,4819.00,4455.00
4097,03/September/2021,4816.00,4452.00
4098,04/September/2021,4860.00,4496.00
4099,05/September/2021,4860.00,4496.00
4100,06/September/2021,4843.00,4479.00
4101,07/September/2021,4836.00,4472.00
4102,08/September/2021,4814.00,4450.00
4103,09/September/2021,4797.00,4433.00
4104,10/September/2021,4815.00,4451.00
4105,11/September/2021,4804.00,4440.00
4106,12/September/2021,4804.00,4440.00
4107,13/September/2021,4798.00,4434.00
4108,14/September/2021,4798.00,4434.00
4109,15/September/2021,4816.00,4452.00
4110,16/September/2021,4779.00,4415.00
4111,17/September/2021,4735.00,4371.00
4112,18/September/2021,4733.00,4369.00
4113,19/September/2021,4733.00,4369.00
4114,20/September/2021,4724.00,4360.00
4115,21/September/2021,4735.00,4371.00
4116,22/September/2021,4777.00,4413.00
4117,23/September/2021,4747.00,4383.00
4118,24/September/2021,4726.00,4362.00
4119,25/September/2021,4728.00,4364.00
4120,26/September/2021,4728.00,4364.00
4121,27/September/2021,4715.00,4351.00
4122,28/September/2021,4717.00,4353.00
4123,29/September/2021,4713.00,4349.00
4124,30/September/2021,4700.00,4336.00
4125,01/October/2021,4732.00,4368.00
4126,02/October/2021,4751.00,4387.00
4127,03/October/2021,4751.00,4387.00
4128,04/October/2021,4737.00,4373.00
4129,05/October/2021,4753.00,4389.00
4130,06/October/2021,4751.00,4387.00
4131,07/October/2021,4772.00,4408.00
4132,08/October/2021,4777.00,4413.00
4133,09/October/2021,4802.00,4438.00
4134,10/October/2021,4802.00,4438.00
4135,11/October/2021,4790.00,4426.00
4136,12/October/2021,4811.00,4447.00
4137,13/October/2021,4818.00,4454.00
4138,14/October/2021,4891.00,4527.00
4139,15/October/2021,4879.00,4515.00
4140,16/October/2021,4829.00,4465.00
4141,17/October/2021,4829.00,4465.00
4142,18/October/2021,4820.00,4456.00
4143,19/October/2021,4848.00,4484.00
4144,20/October/2021,4833.00,4469.00
4145,21/October/2021,4846.00,4482.00
4146,22/October/2021,4851.00,4487.00
4147,23/October/2021,4879.00,4515.00
4148,24/October/2021,4879.00,4515.00
4149,25/October/2021,4892.00,4528.00
4150,26/October/2021,4900.00,4536.00
4151,27/October/2021,4864.00,4500.00
4152,28/October/2021,4886.00,4522.00
4153,29/October/2021,4872.00,4508.00
4154,30/October/2021,4870.00,4506.00
4155,31/October/2021,4870.00,4506.00
4156,01/November/2021,4857.00,4493.00
4157,02/November/2021,4867.00,4503.00
4158,03/November/2021,4833.00,4469.00
4159,04/November/2021,4811.00,4447.00
4160,05/November/2021,4869.00,4505.00
4161,06/November/2021,4905.00,4541.00
4162,07/November/2021,4905.00,4541.00
4163,08/November/2021,4878.00,4514.00
4164,09/November/2021,4897.00,4533.00
4165,10/November/2021,4918.00,4554.00
4166,11/November/2021,5010.00,4646.00
4167,12/November/2021,4986.00,4622.00
4168,13/November/2021,5019.00,4655.00
4169,14/November/2021,5019.00,4655.00
4170,15/November/2021,5000.00,4636.00
4171,16/November/2021,5023.00,4659.00
4172,17/November/2021,4992.00,4628.00
4173,18/November/2021,4999.00,4635.00
4174,19/November/2021,4993.00,4629.00
4175,20/November/2021,4986.00,4622.00
4176,21/November/2021,4986.00,4622.00
4177,22/November/2021,4977.00,4613.00
4178,23/November/2021,4881.00,4517.00
4179,24/November/2021,4854.00,4490.00
4180,25/November/2021,4860.00,4496.00
4181,26/November/2021,4906.00,4542.00
4182,27/November/2021,4888.00,4524.00
4183,28/November/2021,4888.00,4524.00
4184,29/November/2021,4895.00,4531.00
4185,30/November/2021,4892.00,4528.00
4186,01/December/2021,4852.00,4488.00
4187,02/December/2021,4831.00,4467.00
4188,03/December/2021,4832.00,4468.00
4189,04/December/2021,4875.00,4511.00
4190,05/December/2021,4875.00,4511.00
4191,06/December/2021,4872.00,4508.00
4192,07/December/2021,4878.00,4514.00
4193,08/December/2021,4894.00,4530.00
4194,09/December/2021,4879.00,4515.00
4195,10/December/2021,4872.00,4508.00
4196,11/December/2021,4904.00,4538.00
4197,12/December/2021,4904.00,4538.00
4198,13/December/2021,4901.00,4535.00
4199,14/December/2021,4908.00,4542.00
4200,15/December/2021,4881.00,4515.00
4201,16/December/2021,4922.00,4556.00
4202,17/December/2021,4964.00,4598.00
4203,18/December/2021,4962.00,4596.00
4204,19/December/2021,4962.00,4596.00
4205,20/December/2021,4940.00,4574.00
4206,21/December/2021,4914.00,4548.00
4207,22/December/2021,4894.00,4528.00
4208,23/December/2021,4918.00,4552.00
4209,24/December/2021,4917.00,4551.00
4210,25/December/2021,4919.00,4553.00
4211,26/December/2021,4919.00,4553.00
4212,27/December/2021,4902.00,4536.00
4213,28/December/2021,4910.00,4544.00
4214,29/December/2021,4889.00,4523.00
4215,30/December/2021,4868.00,4502.00
4216,31/December/2021,4885.00,4519.00
4217,01/January/2022,4925.00,4559.00
4218,02/January/2022,4925.00,4559.00
4219,03/January/2022,4911.00,4545.00
4220,04/January/2022,4880.00,4514.00
4221,05/January/2022,4896.00,4530.00
4222,06/January/2022,4866.00,4500.00
4223,07/January/2022,4842.00,4476.00
4224,08/January/2022,4858.00,4492.00
4225,09/January/2022,4858.00,4492.00
4226,10/January/2022,4840.00,4474.00
4227,11/January/2022,4856.00,4490.00
4228,12/January/2022,4876.00,4510.00
4229,13/January/2022,4887.00,4521.00
4230,14/January/2022,4908.00,4542.00
4231,15/January/2022,4903.00,4537.00
4232,16/January/2022,4903.00,4537.00
4233,17/January/2022,4903.00,4537.00
4234,18/January/2022,4906.00,4540.00
4235,19/January/2022,4913.00,4547.00
4236,20/January/2022,4954.00,4588.00
4237,21/January/2022,4938.00,4572.00
4238,22/January/2022,4954.00,4588.00
4239,23/January/2022,4954.00,4588.00
4240,24/January/2022,4971.00,4605.00
4241,25/January/2022,4971.00,4605.00
4242,26/January/2022,5003.00,4637.00
4243,27/January/2022,4944.00,4578.00
4244,28/January/2022,4903.00,4537.00
4245,29/January/2022,4899.00,4533.00
4246,30/January/2022,4899.00,4533.00
4247,31/January/2022,4878.00,4512.00
4248,01/February/2022,4898.00,4532.00
4249,02/February/2022,4890.00,4524.00
4250,03/February/2022,4898.00,4532.00
4251,04/February/2022,4903.00,4537.00
4252,05/February/2022,4908.00,4542.00
4253,06/February/2022,4908.00,4542.00
4254,07/February/2022,4911.00,4545.00
4255,08/February/2022,4924.00,4558.00
4256,09/February/2022,4950.00,4584.00
4257,10/February/2022,4967.00,4601.00
4258,11/February/2022,4976.00,4610.00
4259,12/February/2022,5081.00,4715.00
4260,13/February/2022,5081.00,4715.00
4261,14/February/2022,5061.00,4695.00
4262,15/February/2022,5062.00,4696.00
4263,16/February/2022,5029.00,4663.00
4264,17/February/2022,5106.00,4740.00
4265,18/February/2022,5095.00,4729.00
4266,19/February/2022,5099.00,4733.00
4267,20/February/2022,5099.00,4733.00
4268,21/February/2022,5079.00,4713.00
4269,22/February/2022,5116.00,4750.00
4270,23/February/2022,5085.00,4719.00
4271,24/February/2022,5317.00,4951.00
4272,25/February/2022,5175.00,4809.00
4273,26/February/2022,5104.00,4738.00
4274,27/February/2022,5104.00,4738.00
4275,28/February/2022,5148.00,4782.00
4276,01/March/2022,5164.00,4798.00
4277,02/March/2022,5244.00,4878.00
4278,03/March/2022,5230.00,4864.00
4279,04/March/2022,5239.00,4873.00
4280,05/March/2022,5336.00,4970.00
4281,06/March/2022,5336.00,4970.00
4282,07/March/2022,5437.00,5071.00
4283,08/March/2022,5455.00,5056.00
4284,09/March/2022,5419.00,5020.00
4285,10/March/2022,5284.00,4885.00
4286,11/March/2022,5298.00,4899.00
4287,12/March/2022,5293.00,4894.00
4288,13/March/2022,5293.00,4894.00
4289,14/March/2022,5268.00,4869.00
4290,15/March/2022,5230.00,4831.00
4291,16/March/2022,5186.00,4787.00
4292,17/March/2022,5206.00,4807.00
4293,18/March/2022,5231.00,4832.00
4294,19/March/2022,5204.00,4805.00
4295,20/March/2022,5204.00,4805.00
4296,21/March/2022,5192.00,4793.00
4297,22/March/2022,5195.00,4796.00
4298,23/March/2022,5193.00,4794.00
4299,24/March/2022,5222.00,4823.00
4300,25/March/2022,5248.00,4849.00
4301,26/March/2022,5243.00,4844.00
4302,27/March/2022,5243.00,4844.00
4303,28/March/2022,5215.00,4816.00
4304,29/March/2022,5192.00,4793.00
4305,30/March/2022,5189.00,4790.00
4306,31/March/2022,5199.00,4800.00
4307,01/April/2022,5224.00,4825.00
4308,02/April/2022,5224.00,4825.00
4309,03/April/2022,5224.00,4825.00
4310,04/April/2022,5209.00,4810.00
4311,05/April/2022,5224.00,4825.00
4312,06/April/2022,5241.00,4842.00
4313,07/April/2022,5273.00,4874.00
4314,08/April/2022,5285.00,4886.00
4315,09/April/2022,5318.00,4919.00
4316,10/April/2022,5318.00,4919.00
4317,11/April/2022,5345.00,4946.00
4318,12/April/2022,5346.00,4947.00
4319,13/April/2022,5395.00,4996.00
4320,14/April/2022,5411.00,5012.00
4321,15/April/2022,5410.00,5011.00
4322,16/April/2022,5413.00,5014.00
4323,17/April/2022,5413.00,5014.00
4324,18/April/2022,5449.00,5050.00
4325,19/April/2022,5424.00,5025.00
4326,20/April/2022,5362.00,4963.00
4327,21/April/2022,5345.00,4946.00
4328,22/April/2022,5358.00,4959.00
4329,23/April/2022,5344.00,4945.00
4330,24/April/2022,5344.00,4945.00
4331,25/April/2022,5311.00,4912.00
4332,26/April/2022,5286.00,4887.00
4333,27/April/2022,5261.00,4862.00
4334,28/April/2022,5249.00,4850.00
4335,29/April/2022,5296.00,4897.00
4336,30/April/2022,5302.00,4903.00
4337,01/May/2022,5302.00,4903.00
4338,02/May/2022,5240.00,4841.00
4339,03/May/2022,5195.00,4796.00
4340,04/May/2022,5207.00,4808.00
4341,05/May/2022,5250.00,4851.00
4342,06/May/2022,5249.00,4850.00
