,DATE,GOLD_24k_PRICE,GOLD_22k_PRICE
2947,14/July/2018,3029.00,2885.00
2948,15/July/2018,3029.00,2885.00
2949,16/July/2018,3032.00,2888.00
2950,17/July/2018,3021.00,2877.00
2951,18/July/2018,2987.00,2844.00
2952,19/July/2018,2993.00,2850.00
2953,20/July/2018,2997.00,2854.00
2954,21/July/2018,3018.00,2874.00
2955,22/July/2018,3018.00,2874.00
2956,23/July/2018,3009.00,2865.00
2957,24/July/2018,3006.00,2863.00
2958,25/July/2018,3006.00,2863.00
2959,26/July/2018,3006.00,2863.00
2960,27/July/2018,2988.00,2846.00
2961,28/July/2018,3003.00,2860.00
2962,29/July/2018,3003.00,2860.00
2963,30/July/2018,2989.00,2847.00
2964,31/July/2018,2983.00,2841.00
2965,01/August/2018,2985.00,2843.00
2966,02/August/2018,2974.00,2832.00
2967,03/August/2018,2959.00,2817.00
2968,04/August/2018,2973.00,2831.00
2969,05/August/2018,2973.00,2831.00
2970,06/August/2018,2966.00,2825.00
2971,07/August/2018,2969.00,2828.00
2972,08/August/2018,2963.00,2822.00
2973,09/August/2018,2962.00,2821.00
2974,10/August/2018,2964.00,2823.00
2975,11/August/2018,2984.00,2842.00
2976,12/August/2018,2984.00,2842.00
2977,13/August/2018,2986.00,2844.00
2978,14/August/2018,2968.00,2827.00
2979,15/August/2018,2977.00,2835.00
2980,16/August/2018,2957.00,2817.00
2981,17/August/2018,2944.00,2804.00
2982,18/August/2018,2961.00,2820.00
2983,19/August/2018,2961.00,2820.00
2984,20/August/2018,2952.00,2811.00
2985,21/August/2018,2965.00,2824.00
2986,22/August/2018,2974.00,2832.00
2987,23/August/2018,2968.00,2826.00
2988,24/August/2018,2975.00,2833.00
2989,25/August/2018,3004.00,2861.00
2990,26/August/2018,3004.00,2861.00
2991,27/August/2018,2999.00,2856.00
2992,28/August/2018,3026.00,2882.00
2993,29/August/2018,3015.00,2872.00
2994,30/August/2018,3024.00,2880.00
2995,31/August/2018,3039.00,2894.00
2996,01/September/2018,3029.00,2885.00
2997,02/September/2018,3029.00,2885.00
2998,03/September/2018,3027.00,2883.00
2999,04/September/2018,3034.00,2890.00
3000,05/September/2018,3044.00,2900.00
3001,06/September/2018,3067.00,2923.00
3002,07/September/2018,3056.00,2910.00
3003,08/September/2018,3065.00,2919.00
3004,09/September/2018,3065.00,2919.00
3005,10/September/2018,3063.00,2917.00
3006,11/September/2018,3072.00,2926.00
3007,12/September/2018,3061.00,2915.00
3008,13/September/2018,3068.00,2922.00
3009,14/September/2018,3067.00,2921.00
3010,15/September/2018,3066.00,2920.00
3011,16/September/2018,3066.00,2920.00
3012,17/September/2018,3082.00,2935.00
3013,18/September/2018,3083.00,2936.00
3014,19/September/2018,3097.00,2950.00
3015,20/September/2018,3076.00,2929.00
3016,21/September/2018,3092.00,2945.00
3017,22/September/2018,3077.00,2930.00
3018,23/September/2018,3077.00,2930.00
3019,24/September/2018,3083.00,2936.00
3020,25/September/2018,3090.00,2943.00
3021,26/September/2018,3085.00,2938.00
3022,27/September/2018,3075.00,2929.00
3023,28/September/2018,3049.00,2904.00
3024,29/September/2018,3074.00,2928.00
3025,30/September/2018,3074.00,2928.00
3026,01/October/2018,3061.00,2915.00
3027,02/October/2018,3084.00,2938.00
3028,03/October/2018,3118.00,2972.00
3029,04/October/2018,3123.00,2974.00
3030,05/October/2018,3137.00,2988.00
3031,06/October/2018,3158.00,3008.00
3032,07/October/2018,3158.00,3008.00
3033,08/October/2018,3131.00,2981.00
3034,09/October/2018,3121.00,2972.00
3035,10/October/2018,3116.00,2968.00
3036,11/October/2018,3141.00,2991.00
3037,12/October/2018,3177.00,3026.00
3038,13/October/2018,3176.00,3025.00
3039,14/October/2018,3176.00,3025.00
3040,15/October/2018,3211.00,3058.00
3041,16/October/2018,3196.00,3043.00
3042,17/October/2018,3186.00,3034.00
3043,18/October/2018,3185.00,3033.00
3044,19/October/2018,3194.00,3042.00
3045,20/October/2018,3189.00,3037.00
3046,21/October/2018,3189.00,3037.00
3047,22/October/2018,3172.00,3021.00
3048,23/October/2018,3210.00,3057.00
3049,24/October/2018,3183.00,3031.00
3050,25/October/2018,3187.00,3035.00
3051,26/October/2018,3204.00,3052.00
3052,27/October/2018,3197.00,3045.00
3053,28/October/2018,3197.00,3045.00
3054,29/October/2018,3190.00,3038.00
3055,30/October/2018,3186.00,3035.00
3056,31/October/2018,3180.00,3028.00
3057,01/November/2018,3186.00,3034.00
3058,02/November/2018,3178.00,3026.00
3059,03/November/2018,3191.00,3039.00
3060,04/November/2018,3191.00,3039.00
3061,05/November/2018,3187.00,3035.00
3062,06/November/2018,3197.00,3044.00
3063,07/November/2018,3176.00,3023.00
3064,08/November/2018,3156.00,3003.00
3065,09/November/2018,3156.00,3003.00
3066,10/November/2018,3138.00,2985.00
3067,11/November/2018,3138.00,2985.00
3068,12/November/2018,3139.00,2986.00
3069,13/November/2018,3117.00,2968.00
3070,14/November/2018,3096.00,2947.00
3071,15/November/2018,3119.00,2970.00
3072,16/November/2018,3106.00,2957.00
3073,17/November/2018,3124.00,2975.00
3074,18/November/2018,3124.00,2975.00
3075,19/November/2018,3102.00,2957.00
3076,20/November/2018,3105.00,2960.00
3077,21/November/2018,3107.00,2962.00
3078,22/November/2018,3100.00,2955.00
3079,23/November/2018,3080.00,2935.00
3080,24/November/2018,3079.00,2934.00
3081,25/November/2018,3079.00,2934.00
3082,26/November/2018,3077.00,2932.00
3083,27/November/2018,3076.00,2931.00
3084,28/November/2018,3055.00,2910.00
3085,29/November/2018,3054.00,2909.00
3086,30/November/2018,3047.00,2902.00
3087,01/December/2018,3050.00,2905.00
3088,02/December/2018,3050.00,2905.00
3089,03/December/2018,3075.00,2930.00
3090,04/December/2018,3098.00,2953.00
3091,05/December/2018,3095.00,2949.00
3092,06/December/2018,3116.00,2970.00
3093,07/December/2018,3111.00,2965.00
3094,08/December/2018,3156.00,3010.00
3095,09/December/2018,3156.00,3010.00
3096,10/December/2018,3150.00,3004.00
3097,11/December/2018,3170.00,3024.00
3098,12/December/2018,3170.00,3024.00
3099,13/December/2018,3158.00,3012.00
3100,14/December/2018,3150.00,3004.00
3101,15/December/2018,3156.00,3010.00
3102,16/December/2018,3156.00,3010.00
3103,17/December/2018,3139.00,2993.00
3104,18/December/2018,3132.00,2986.00
3105,19/December/2018,3114.00,2968.00
3106,20/December/2018,3108.00,2962.00
3107,21/December/2018,3133.00,2987.00
3108,22/December/2018,3125.00,2979.00
3109,23/December/2018,3125.00,2979.00
3110,24/December/2018,3133.00,2987.00
3111,25/December/2018,3151.00,3005.00
3112,26/December/2018,3153.00,3007.00
3113,27/December/2018,3163.00,3017.00
3114,28/December/2018,3162.00,3016.00
3115,29/December/2018,3168.00,3022.00
3116,30/December/2018,3168.00,3022.00
3117,31/December/2018,3163.00,3017.00
3118,01/January/2019,3167.00,3021.00
3119,02/January/2019,3185.00,3039.00
3120,03/January/2019,3198.00,3052.00
3121,04/January/2019,3183.00,3037.00
3122,05/January/2019,3170.00,3024.00
3123,06/January/2019,3170.00,3024.00
3124,07/January/2019,3190.00,3044.00
3125,08/January/2019,3183.00,3037.00
3126,09/January/2019,3197.00,3051.00
3127,10/January/2019,3223.00,3076.00
3128,11/January/2019,3219.00,3072.00
3129,12/January/2019,3223.00,3076.00
3130,13/January/2019,3223.00,3076.00
3131,14/January/2019,3235.00,3088.00
3132,15/January/2019,3238.00,3091.00
3133,16/January/2019,3249.00,3102.00
3134,17/January/2019,3258.00,3111.00
3135,18/January/2019,3240.00,3093.00
3136,19/January/2019,3238.00,3091.00
3137,20/January/2019,3238.00,3091.00
3138,21/January/2019,3227.00,3080.00
3139,22/January/2019,3243.00,3096.00
3140,23/January/2019,3244.00,3097.00
3141,24/January/2019,3236.00,3089.00
3142,25/January/2019,3239.00,3092.00
3143,26/January/2019,3268.00,3121.00
3144,27/January/2019,3268.00,3121.00
3145,28/January/2019,3274.00,3127.00
3146,29/January/2019,3292.00,3145.00
3147,30/January/2019,3308.00,3161.00
3148,31/January/2019,3320.00,3173.00
3149,01/February/2019,3333.00,3186.00
3150,02/February/2019,3341.00,3194.00
3151,03/February/2019,3341.00,3194.00
3152,04/February/2019,3328.00,3181.00
3153,05/February/2019,3328.00,3181.00
3154,06/February/2019,3329.00,3182.00
3155,07/February/2019,3303.00,3156.00
3156,08/February/2019,3297.00,3150.00
3157,09/February/2019,3320.00,3173.00
3158,10/February/2019,3320.00,3173.00
3159,11/February/2019,3297.00,3150.00
3160,12/February/2019,3292.00,3145.00
3161,13/February/2019,3288.00,3141.00
3162,14/February/2019,3292.00,3145.00
3163,15/February/2019,3320.00,3173.00
3164,16/February/2019,3337.00,3190.00
3165,17/February/2019,3337.00,3190.00
3166,18/February/2019,3343.00,3196.00
3167,19/February/2019,3358.00,3211.00
3168,20/February/2019,3373.00,3226.00
3169,21/February/2019,3353.00,3206.00
3170,22/February/2019,3336.00,3189.00
3171,23/February/2019,3347.00,3200.00
3172,24/February/2019,3347.00,3200.00
3173,25/February/2019,3334.00,3187.00
3174,26/February/2019,3329.00,3182.00
3175,27/February/2019,3340.00,3193.00
3176,28/February/2019,3330.00,3183.00
3177,01/March/2019,3284.00,3137.00
3178,02/March/2019,3269.00,3122.00
3179,03/March/2019,3269.00,3122.00
3180,04/March/2019,3255.00,3108.00
3181,05/March/2019,3225.00,3078.00
3182,06/March/2019,3227.00,3080.00
3183,07/March/2019,3206.00,3059.00
3184,08/March/2019,3219.00,3072.00
3185,09/March/2019,3239.00,3092.00
3186,10/March/2019,3239.00,3092.00
3187,11/March/2019,3225.00,3077.00
3188,12/March/2019,3208.00,3060.00
3189,13/March/2019,3235.00,3087.00
3190,14/March/2019,3220.00,3072.00
3191,15/March/2019,3204.00,3056.00
3192,16/March/2019,3207.00,3059.00
3193,17/March/2019,3207.00,3059.00
3194,18/March/2019,3184.00,3036.00
3195,19/March/2019,3198.00,3050.00
3196,20/March/2019,3187.00,3039.00
3197,21/March/2019,3210.00,3062.00
3198,22/March/2019,3209.00,3061.00
3199,23/March/2019,3230.00,3082.00
3200,24/March/2019,3230.00,3082.00
3201,25/March/2019,3215.00,3067.00
3202,26/March/2019,3212.00,3064.00
3203,27/March/2019,3212.00,3064.00
3204,28/March/2019,3197.00,3049.00
3205,29/March/2019,3172.00,3025.00
3206,30/March/2019,3195.00,3048.00
3207,31/March/2019,3195.00,3048.00
3208,01/April/2019,3181.00,3034.00
3209,02/April/2019,3161.00,3014.00
3210,03/April/2019,3149.00,3002.00
3211,04/April/2019,3167.00,3020.00
3212,05/April/2019,3175.00,3028.00
3213,06/April/2019,3180.00,3033.00
3214,07/April/2019,3180.00,3033.00
3215,08/April/2019,3200.00,3053.00
3216,09/April/2019,3203.00,3056.00
3217,10/April/2019,3199.00,3052.00
3218,11/April/2019,3190.00,3043.00
3219,12/April/2019,3176.00,3029.00
3220,13/April/2019,3179.00,3031.00
3221,14/April/2019,3179.00,3031.00
3222,15/April/2019,3164.00,3016.00
3223,16/April/2019,3179.00,3031.00
3224,17/April/2019,3168.00,3017.00
3225,18/April/2019,3168.00,3017.00
3226,19/April/2019,3163.00,3012.00
3227,20/April/2019,3166.00,3015.00
3228,21/April/2019,3166.00,3015.00
3229,22/April/2019,3172.00,3021.00
3230,23/April/2019,3168.00,3017.00
3231,24/April/2019,3171.00,3020.00
3232,25/April/2019,3193.00,3042.00
3233,26/April/2019,3195.00,3044.00
3234,27/April/2019,3206.00,3055.00
3235,28/April/2019,3206.00,3055.00
3236,29/April/2019,3199.00,3048.00
3237,30/April/2019,3192.00,3041.00
3238,01/May/2019,3189.00,3038.00
3239,02/May/2019,3153.00,3002.00
3240,03/May/2019,3143.00,2992.00
3241,04/May/2019,3163.00,3012.00
3242,05/May/2019,3163.00,3012.00
3243,06/May/2019,3168.00,3017.00
3244,07/May/2019,3173.00,3022.00
3245,08/May/2019,3181.00,3030.00
3246,09/May/2019,3191.00,3040.00
3247,10/May/2019,3189.00,3038.00
3248,11/May/2019,3203.00,3052.00
3249,12/May/2019,3203.00,3052.00
3250,13/May/2019,3205.00,3054.00
3251,14/May/2019,3236.00,3085.00
3252,15/May/2019,3230.00,3083.00
3253,16/May/2019,3217.00,3070.00
3254,17/May/2019,3205.00,3058.00
3255,18/May/2019,3197.00,3050.00
3256,19/May/2019,3197.00,3050.00
3257,20/May/2019,3163.00,3016.00
3258,21/May/2019,3167.00,3020.00
3259,22/May/2019,3162.00,3015.00
3260,23/May/2019,3176.00,3026.00
3261,24/May/2019,3180.00,3030.00
3262,25/May/2019,3181.00,3031.00
3263,26/May/2019,3181.00,3031.00
3264,27/May/2019,3187.00,3037.00
3265,28/May/2019,3185.00,3035.00
3266,29/May/2019,3197.00,3047.00
3267,30/May/2019,3181.00,3031.00
3268,31/May/2019,3212.00,3062.00
3269,01/May/2019,3189.00,3038.00
3270,02/May/2019,3153.00,3002.00
3271,03/May/2019,3143.00,2992.00
3272,04/May/2019,3163.00,3012.00
3273,05/May/2019,3163.00,3012.00
3274,06/May/2019,3168.00,3017.00
3275,07/May/2019,3173.00,3022.00
3276,08/May/2019,3181.00,3030.00
3277,09/May/2019,3191.00,3040.00
3278,10/May/2019,3189.00,3038.00
3279,11/May/2019,3203.00,3052.00
3280,12/May/2019,3203.00,3052.00
3281,13/May/2019,3205.00,3054.00
3282,14/May/2019,3236.00,3085.00
3283,15/May/2019,3230.00,3083.00
3284,16/May/2019,3217.00,3070.00
3285,17/May/2019,3205.00,3058.00
3286,18/May/2019,3197.00,3050.00
3287,19/May/2019,3197.00,3050.00
3288,20/May/2019,3163.00,3016.00
3289,21/May/2019,3167.00,3020.00
3290,22/May/2019,3162.00,3015.00
3291,23/May/2019,3176.00,3026.00
3292,24/May/2019,3180.00,3030.00
3293,25/May/2019,3181.00,3031.00
3294,26/May/2019,3181.00,3031.00
3295,27/May/2019,3187.00,3037.00
3296,28/May/2019,3185.00,3035.00
3297,29/May/2019,3197.00,3047.00
3298,30/May/2019,3181.00,3031.00
3299,31/May/2019,3212.00,3062.00
3300,01/July/2019,3374.00,3216.00
3301,02/July/2019,3374.00,3216.00
3302,03/July/2019,3433.00,3274.00
3303,04/July/2019,3412.00,3255.00
3304,05/July/2019,3476.00,3319.00
3305,06/July/2019,3438.00,3281.00
3306,07/July/2019,3438.00,3281.00
3307,08/July/2019,3460.00,3303.00
3308,09/July/2019,3421.00,3264.00
3309,10/July/2019,3427.00,3270.00
3310,11/July/2019,3487.00,3330.00
3311,12/July/2019,3453.00,3296.00
3312,13/July/2019,3473.00,3316.00
3313,14/July/2019,3473.00,3316.00
3314,15/July/2019,3469.00,3312.00
3315,16/July/2019,3469.00,3312.00
3316,17/July/2019,3451.00,3294.00
3317,18/July/2019,3489.00,3332.00
3318,19/July/2019,3520.00,3363.00
3319,20/July/2019,3502.00,3345.00
3320,21/July/2019,3502.00,3345.00
3321,22/July/2019,3505.00,3348.00
3322,23/July/2019,3489.00,3332.00
3323,24/July/2019,3497.00,3340.00
3324,25/July/2019,3502.00,3345.00
3325,26/July/2019,3487.00,3330.00
3326,27/July/2019,3488.00,3331.00
3327,28/July/2019,3488.00,3331.00
3328,29/July/2019,3481.00,3324.00
3329,30/July/2019,3490.00,3333.00
3330,31/July/2019,3493.00,3336.00
3331,01/August/2019,3467.00,3310.00
3332,02/August/2019,3540.00,3383.00
3333,03/August/2019,3573.00,3416.00
3334,04/August/2019,3573.00,3416.00
3335,05/August/2019,3617.00,3460.00
3336,06/August/2019,3630.00,3473.00
3337,07/August/2019,3704.00,3547.00
3338,08/August/2019,3715.00,3558.00
3339,09/August/2019,3726.00,3569.00
3340,10/August/2019,3739.00,3582.00
3341,11/August/2019,3739.00,3582.00
3342,12/August/2019,3760.00,3603.00
3343,13/August/2019,3784.00,3627.00
3344,14/August/2019,3735.00,3578.00
3345,15/August/2019,3775.00,3618.00
3346,16/August/2019,3740.00,3583.00
3347,17/August/2019,3764.00,3607.00
3348,18/August/2019,3764.00,3607.00
3349,19/August/2019,3741.00,3584.00
3350,20/August/2019,3761.00,3604.00
3351,21/August/2019,3751.00,3594.00
3352,22/August/2019,3765.00,3608.00
3353,23/August/2019,3757.00,3600.00
3354,24/August/2019,3837.00,3680.00
3355,25/August/2019,3837.00,3680.00
3356,26/August/2019,3842.00,3685.00
3357,27/August/2019,3837.00,3680.00
3358,28/August/2019,3870.00,3713.00
3359,29/August/2019,3869.00,3712.00
3360,30/August/2019,3839.00,3682.00
3361,31/August/2019,3848.00,3691.00
3362,01/September/2019,3848.00,3691.00
3363,02/September/2019,3859.00,3702.00
3364,03/September/2019,3886.00,3729.00
3365,04/September/2019,3898.00,3741.00
3366,05/September/2019,3898.00,3741.00
3367,06/September/2019,3815.00,3658.00
3368,07/September/2019,3828.00,3671.00
3369,08/September/2019,3828.00,3671.00
3370,09/September/2019,3816.00,3659.00
3371,10/September/2019,3806.00,3649.00
3372,11/September/2019,3791.00,3634.00
3373,12/September/2019,3771.00,3614.00
3374,13/September/2019,3769.00,3612.00
3375,14/September/2019,3741.00,3584.00
3376,15/September/2019,3741.00,3584.00
3377,16/September/2019,3777.00,3620.00
3378,17/September/2019,3772.00,3615.00
3379,18/September/2019,3757.00,3600.00
3380,19/September/2019,3737.00,3580.00
3381,20/September/2019,3743.00,3586.00
3382,21/September/2019,3770.00,3613.00
3383,22/September/2019,3770.00,3613.00
3384,23/September/2019,3769.00,3612.00
3385,24/September/2019,3771.00,3614.00
3386,25/September/2019,3799.00,3642.00
3387,26/September/2019,3753.00,3596.00
3388,27/September/2019,3756.00,3599.00
3389,28/September/2019,3775.00,3618.00
3390,29/September/2019,3775.00,3618.00
3391,30/September/2019,3745.00,3588.00
3392,01/October/2019,3713.00,3556.00
3393,02/October/2019,3763.00,3606.00
3394,03/October/2019,3787.00,3630.00
3395,04/October/2019,3801.00,3644.00
3396,05/October/2019,3805.00,3648.00
3397,06/October/2019,3805.00,3648.00
3398,07/October/2019,3809.00,3652.00
3399,08/October/2019,3805.00,3648.00
3400,09/October/2019,3815.00,3658.00
3401,10/October/2019,3827.00,3670.00
3402,11/October/2019,3810.00,3653.00
3403,12/October/2019,3809.00,3644.00
3404,13/October/2019,3809.00,3644.00
3405,14/October/2019,3825.00,3660.00
3406,15/October/2019,3843.00,3678.00
3407,16/October/2019,3826.00,3661.00
3408,17/October/2019,3828.00,3663.00
3409,18/October/2019,3822.00,3657.00
3410,19/October/2019,3831.00,3666.00
3411,20/October/2019,3831.00,3666.00
3412,21/October/2019,3822.00,3657.00
3413,22/October/2019,3817.00,3652.00
3414,23/October/2019,3832.00,3667.00
3415,24/October/2019,3828.00,3663.00
3416,25/October/2019,3858.00,3693.00
3417,26/October/2019,3853.00,3688.00
3418,27/October/2019,3853.00,3688.00
3419,28/October/2019,3848.00,3685.00
3420,29/October/2019,3827.00,3664.00
3421,30/October/2019,3830.00,3667.00
3422,31/October/2019,3859.00,3696.00
3423,01/November/2019,3876.00,3713.00
3424,02/November/2019,3868.00,3705.00
3425,03/November/2019,3868.00,3705.00
3426,04/November/2019,3864.00,3701.00
3427,05/November/2019,3855.00,3692.00
3428,06/November/2019,3821.00,3658.00
3429,07/November/2019,3821.00,3658.00
3430,08/November/2019,3796.00,3633.00
3431,09/November/2019,3793.00,3630.00
3432,10/November/2019,3793.00,3630.00
3433,11/November/2019,3799.00,3636.00
3434,12/November/2019,3781.00,3618.00
3435,13/November/2019,3807.00,3644.00
3436,14/November/2019,3826.00,3663.00
3437,15/November/2019,3801.00,3638.00
3438,16/November/2019,3808.00,3645.00
3439,17/November/2019,3808.00,3645.00
3440,18/November/2019,3790.00,3629.00
3441,19/November/2019,3810.00,3649.00
3442,20/November/2019,3825.00,3664.00
3443,21/November/2019,3815.00,3654.00
3444,22/November/2019,3807.00,3646.00
3445,23/November/2019,3800.00,3639.00
3446,24/November/2019,3800.00,3639.00
3447,25/November/2019,3784.00,3623.00
3448,26/November/2019,3779.00,3618.00
3449,27/November/2019,3773.00,3612.00
3450,28/November/2019,3775.00,3614.00
3451,29/November/2019,3787.00,3626.00
3452,30/November/2019,3807.00,3646.00
3453,01/December/2019,3807.00,3646.00
3454,02/December/2019,3778.00,3617.00
3455,03/December/2019,3789.00,3628.00
3456,04/December/2019,3809.00,3648.00
3457,05/December/2019,3826.00,3644.00
3458,06/December/2019,3822.00,3640.00
3459,07/December/2019,3793.00,3612.00
3460,08/December/2019,3793.00,3612.00
3461,09/December/2019,3785.00,3605.00
3462,10/December/2019,3777.00,3597.00
3463,11/December/2019,3777.00,3597.00
3464,12/December/2019,3782.00,3602.00
3465,13/December/2019,3780.00,3600.00
3466,14/December/2019,3803.00,3622.00
3467,15/December/2019,3803.00,3622.00
3468,16/December/2019,3803.00,3622.00
3469,17/December/2019,3808.00,3627.00
3470,18/December/2019,3815.00,3634.00
3471,19/December/2019,3810.00,3629.00
3472,20/December/2019,3817.00,3636.00
3473,21/December/2019,3819.00,3637.00
3474,22/December/2019,3819.00,3637.00
3475,23/December/2019,3833.00,3651.00
3476,24/December/2019,3847.00,3665.00
3477,25/December/2019,3883.00,3698.00
3478,26/December/2019,3877.00,3692.00
3479,27/December/2019,3899.00,3714.00
3480,28/December/2019,3917.00,3730.00
3481,29/December/2019,3917.00,3730.00
3482,30/December/2019,3909.00,3722.00
3483,31/December/2019,3929.00,3742.00
3484,01/January/2020,3922.00,3735.00
3485,02/January/2020,3923.00,3736.00
3486,03/January/2020,4005.00,3815.00
3487,04/January/2020,4024.00,3832.00
3488,05/January/2020,4024.00,3832.00
3489,06/January/2020,4088.00,3896.00
3490,07/January/2020,4056.00,3863.00
3491,08/January/2020,4092.00,3897.00
3492,09/January/2020,3995.00,3805.00
3493,10/January/2020,3990.00,3800.00
3494,11/January/2020,4011.00,3820.00
3495,12/January/2020,4011.00,3820.00
3496,13/January/2020,3971.00,3782.00
3497,14/January/2020,3954.00,3766.00
3498,15/January/2020,3989.00,3801.00
3499,16/January/2020,3995.00,3808.00
3500,17/January/2020,3999.00,3812.00
3501,18/January/2020,4019.00,3828.00
3502,19/January/2020,4019.00,3828.00
3503,20/January/2020,4015.00,3824.00
3504,21/January/2020,4006.00,3815.00
3505,22/January/2020,4004.00,3813.00
3506,23/January/2020,4002.00,3811.00
3507,24/January/2020,4015.00,3824.00
3508,25/January/2020,4055.00,3862.00
3509,26/January/2020,4055.00,3862.00
3510,27/January/2020,4076.00,3882.00
3511,28/January/2020,4069.00,3875.00
3512,29/January/2020,4049.00,3856.00
3513,30/January/2020,4086.00,3891.00
3514,31/January/2020,4077.00,3883.00
3515,01/February/2020,4118.00,3922.00
3516,02/February/2020,4118.00,3922.00
3517,03/February/2020,4090.00,3894.00
3518,04/February/2020,4050.00,3856.00
3519,05/February/2020,4029.00,3837.00
3520,06/February/2020,4055.00,3862.00
3521,07/February/2020,4066.00,3873.00
3522,08/February/2020,4093.00,3898.00
3523,09/February/2020,4093.00,3898.00
3524,10/February/2020,4086.00,3891.00
3525,11/February/2020,4065.00,3872.00
3526,12/February/2020,4055.00,3862.00
3527,13/February/2020,4083.00,3889.00
3528,14/February/2020,4083.00,3889.00
3529,15/February/2020,4120.00,3924.00
3530,16/February/2020,4120.00,3924.00
3531,17/February/2020,4097.00,3902.00
3532,18/February/2020,4122.00,3926.00
3533,19/February/2020,4163.00,3965.00
3534,20/February/2020,4177.00,3978.00
3535,21/February/2020,4254.00,4051.00
3536,22/February/2020,4276.00,4072.00
3537,23/February/2020,4276.00,4072.00
3538,24/February/2020,4374.00,4166.00
3539,25/February/2020,4297.00,4092.00
3540,26/February/2020,4284.00,4080.00
3541,27/February/2020,4267.00,4064.00
3542,28/February/2020,4267.00,4064.00
3543,29/February/2020,4185.00,3986.00
3544,01/March/2020,4185.00,3986.00
3545,02/March/2020,4205.00,4005.00
3546,03/March/2020,4226.00,4025.00
3547,04/March/2020,4334.00,4128.00
3548,05/March/2020,4328.00,4122.00
3549,06/March/2020,4431.00,4220.00
3550,07/March/2020,4417.00,4207.00
3551,08/March/2020,4417.00,4207.00
3552,09/March/2020,4390.00,4181.00
3553,10/March/2020,4425.00,4214.00
3554,11/March/2020,4372.00,4164.00
3555,12/March/2020,4365.00,4157.00
3556,13/March/2020,4214.00,4013.00
3557,14/March/2020,4131.00,3934.00
3558,15/March/2020,4131.00,3934.00
3559,16/March/2020,4140.00,3943.00
3560,17/March/2020,4011.00,3820.00
3561,18/March/2020,4061.00,3868.00
3562,19/March/2020,4073.00,3879.00
3563,20/March/2020,4150.00,3952.00
3564,21/March/2020,4164.00,3966.00
3565,22/March/2020,4164.00,3966.00
3566,23/March/2020,4150.00,3952.00
3567,24/March/2020,4214.00,4016.00
3568,25/March/2020,4214.00,4016.00
3569,26/March/2020,4315.00,4117.00
3570,27/March/2020,4366.00,4168.00
3571,28/March/2020,4399.00,4201.00
3572,29/March/2020,4399.00,4201.00
3573,30/March/2020,4417.00,4219.00
3574,31/March/2020,4378.00,4180.00
3575,01/April/2020,4365.00,4167.00
3576,02/April/2020,4363.00,4165.00
3577,03/April/2020,4430.00,4232.00
3578,04/April/2020,4460.00,4262.00
3579,05/April/2020,4460.00,4262.00
3580,06/April/2020,4446.00,4248.00
3581,07/April/2020,4498.00,4300.00
3582,08/April/2020,4541.00,4343.00
3583,09/April/2020,4566.00,4368.00
3584,10/April/2020,4601.00,4403.00
3585,11/April/2020,4601.00,4403.00
3586,12/April/2020,4601.00,4403.00
3587,13/April/2020,4638.00,4440.00
3588,14/April/2020,4720.00,4522.00
3589,15/April/2020,4725.00,4517.00
3590,16/April/2020,4728.00,4520.00
3591,17/April/2020,4687.00,4479.00
3592,18/April/2020,4685.00,4477.00
3593,19/April/2020,4685.00,4477.00
3594,20/April/2020,4627.00,4419.00
3595,21/April/2020,4677.00,4469.00
3596,22/April/2020,4696.00,4488.00
3597,23/April/2020,4740.00,4532.00
3598,24/April/2020,4737.00,4529.00
3599,25/April/2020,4717.00,4509.00
3600,26/April/2020,4717.00,4509.00
3601,27/April/2020,4682.00,4474.00
3602,28/April/2020,4632.00,4424.00
3603,29/April/2020,4650.00,4442.00
3604,30/April/2020,4603.00,4395.00
3605,01/May/2020,4549.00,4341.00
3606,02/May/2020,4568.00,4360.00
3607,03/May/2020,4568.00,4360.00
3608,04/May/2020,4584.00,4375.00
3609,05/May/2020,4600.00,4391.00
3610,06/May/2020,4623.00,4414.00
3611,07/May/2020,4591.00,4382.00
3612,08/May/2020,4658.00,4449.00
3613,09/May/2020,4661.00,4452.00
3614,10/May/2020,4661.00,4452.00
3615,11/May/2020,4667.00,4458.00
3616,12/May/2020,4663.00,4454.00
3617,13/May/2020,4652.00,4443.00
3618,14/May/2020,4689.00,4465.00
3619,15/May/2020,4725.00,4501.00
3620,16/May/2020,4773.00,4546.00
3621,17/May/2020,4773.00,4546.00
3622,18/May/2020,4805.00,4578.00
3623,19/May/2020,4708.00,4484.00
3624,20/May/2020,4751.00,4524.00
3625,21/May/2020,4712.00,4487.00
3626,22/May/2020,4753.00,4528.00
3627,23/May/2020,4771.00,4544.00
3628,24/May/2020,4771.00,4544.00
3629,25/May/2020,4771.00,4544.00
3630,26/May/2020,4709.00,4485.00
3631,27/May/2020,4653.00,4431.00
3632,28/May/2020,4709.00,4485.00
3633,29/May/2020,4700.00,4476.00
3634,30/May/2020,4733.00,4508.00
3635,31/May/2020,4733.00,4508.00
3636,01/May/2020,4549.00,4341.00
3637,02/May/2020,4568.00,4360.00
3638,03/May/2020,4568.00,4360.00
3639,04/May/2020,4584.00,4375.00
3640,05/May/2020,4600.00,4391.00
3641,06/May/2020,4623.00,4414.00
3642,07/May/2020,4591.00,4382.00
3643,08/May/2020,4658.00,4449.00
3644,09/May/2020,4661.00,4452.00
